Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,130.695,130.695,screen dim,39.279042626249996
0,101.687,101.687,wifi radio,129.439924475
101.687,111.126,9.439000000000007,wifi running,0.020364642500000016
111.126,130.695,19.56899999999999,wifi radio,24.90986932499999

