Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,130.912,130.912,screen dim,39.344259752
0,106.92099999999999,106.92099999999999,wifi radio,136.102413925
106.92099999999999,107.556,0.6350000000000051,wifi running,0.0013700125000000111
107.556,130.912,23.35600000000001,wifi radio,29.73043630000001

