Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,130.749,130.749,screen dim,39.29527177275
0,130.749,130.749,wifi running,0.2820909675
32.743,130.749,98.006,audio,16.915835600000005
32.743,36.815,4.071999999999996,audio,0.7028271999999993
57.862,130.749,72.887,audio,12.580296200000003
57.862,62.351,4.488999999999997,audio,0.7748013999999996

